session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
7agw525e,1,jdnqtnoy,0,,InitializeParticipant,1753351061,1,0,0
7agw525e,1,jdnqtnoy,1,presurvey,Introduction,1753351102,1,0,0
7agw525e,1,jdnqtnoy,2,presurvey,Demographics,1753351146,1,0,0
7agw525e,2,lpiqq16x,0,,InitializeParticipant,1753351216,1,0,0
7agw525e,1,jdnqtnoy,3,presurvey,NeighborhoodInstruction,1753351268,1,0,0
7agw525e,1,jdnqtnoy,4,presurvey,Training,1753351328,1,0,0
7agw525e,1,jdnqtnoy,5,presurvey,TrainingNeighbor_1,1753351396,1,0,0
7agw525e,1,jdnqtnoy,9,presurvey,ExperimentInstruction,1753351433,1,0,0
7agw525e,1,jdnqtnoy,10,presurvey,Scenario,1753351609,1,0,0
7agw525e,1,jdnqtnoy,20,presurvey,Scenario,1753351665,2,0,0
7agw525e,1,jdnqtnoy,30,presurvey,Scenario,1753351711,3,0,0
7agw525e,1,jdnqtnoy,31,mock,GroupingWaitPage,1753351733,1,1,0
7agw525e,1,jdnqtnoy,32,mock,DiscussionGRPWaitPage,1753351740,1,1,0
7agw525e,1,jdnqtnoy,33,mock,Nudge,1753351775,1,1,0
7agw525e,3,rqlxbinl,0,,InitializeParticipant,1753351797,1,0,0
7agw525e,1,jdnqtnoy,34,mock,Discussion,1753351801,1,0,0
7agw525e,1,jdnqtnoy,36,mock,DiscussionGRPWaitPage,1753351807,2,1,0
7agw525e,1,jdnqtnoy,38,mock,Discussion,1753351828,2,0,0
7agw525e,1,jdnqtnoy,40,mock,DiscussionGRPWaitPage,1753351834,3,1,0
7agw525e,1,jdnqtnoy,42,mock,Discussion,1753351857,3,0,0
7agw525e,1,jdnqtnoy,44,mock,DiscussionGRPWaitPage,1753351863,4,1,0
7agw525e,1,jdnqtnoy,46,mock,Discussion,1753351889,4,0,0
7agw525e,1,jdnqtnoy,48,mock,DiscussionGRPWaitPage,1753351897,5,1,0
7agw525e,3,rqlxbinl,1,presurvey,Introduction,1753351913,1,0,0
7agw525e,1,jdnqtnoy,50,mock,Discussion,1753351915,5,0,0
7agw525e,1,jdnqtnoy,52,mock,DiscussionGRPWaitPage,1753351921,6,1,0
7agw525e,3,rqlxbinl,2,presurvey,Demographics,1753351931,1,0,0
7agw525e,1,jdnqtnoy,54,mock,Discussion,1753351933,6,0,0
7agw525e,1,jdnqtnoy,56,mock,DiscussionGRPWaitPage,1753351940,7,1,0
7agw525e,1,jdnqtnoy,58,mock,Discussion,1753351953,7,0,0
7agw525e,1,jdnqtnoy,60,mock,DiscussionGRPWaitPage,1753351959,8,1,0
7agw525e,1,jdnqtnoy,62,mock,Discussion,1753351970,8,0,0
7agw525e,1,jdnqtnoy,64,mock,DiscussionGRPWaitPage,1753351977,9,1,0
7agw525e,1,jdnqtnoy,66,mock,Discussion,1753351988,9,0,0
7agw525e,1,jdnqtnoy,68,mock,DiscussionGRPWaitPage,1753351995,10,1,0
7agw525e,1,jdnqtnoy,70,mock,Discussion,1753352007,10,0,0
7agw525e,3,rqlxbinl,3,presurvey,NeighborhoodInstruction,1753352068,1,0,0
7agw525e,3,rqlxbinl,4,presurvey,Training,1753352104,1,0,0
7agw525e,3,rqlxbinl,5,presurvey,TrainingNeighbor_1,1753352141,1,0,0
7agw525e,3,rqlxbinl,6,presurvey,TrainingNeighbor_2,1753352248,1,0,0
7agw525e,3,rqlxbinl,7,presurvey,AttentionCheck,1753352264,1,0,0
7agw525e,3,rqlxbinl,8,presurvey,TrainingNeighbor_3,1753352289,1,0,0
7agw525e,3,rqlxbinl,9,presurvey,ExperimentInstruction,1753352300,1,0,0
7agw525e,3,rqlxbinl,10,presurvey,Scenario,1753352362,1,0,0
7agw525e,3,rqlxbinl,20,presurvey,Scenario,1753352398,2,0,0
7agw525e,3,rqlxbinl,30,presurvey,Scenario,1753352441,3,0,0
7agw525e,3,rqlxbinl,31,mock,GroupingWaitPage,1753352463,1,1,0
7agw525e,3,rqlxbinl,32,mock,DiscussionGRPWaitPage,1753352468,1,1,0
7agw525e,3,rqlxbinl,34,mock,Discussion,1753352475,1,0,0
7agw525e,3,rqlxbinl,36,mock,DiscussionGRPWaitPage,1753352482,2,1,0
7agw525e,3,rqlxbinl,38,mock,Discussion,1753352489,2,0,0
